t,S,I,R
11.149858945812001,485,313,202
11.152590503020155,484,314,202
11.181620960502274,484,313,203
11.185507476333628,484,312,204
11.193580430329298,484,311,205
11.205323401906321,484,310,206
11.207828709827032,483,311,206
11.214907964733142,482,312,206
11.218916939648935,482,311,207
11.226332865701469,481,312,207
11.2437480010044,481,311,208
11.245195683452142,481,310,209
11.247640762593251,480,311,209
11.265110683095925,480,310,210
11.273051758915043,479,311,210
11.282908655036886,478,312,210
11.284929165352857,477,313,210
11.289329061854826,477,312,211
11.290096843158226,476,313,211
11.303326265122141,476,312,212
11.314206021451044,476,311,213
11.318451654017444,475,312,213
11.322025604003647,474,313,213
11.325508641243161,474,312,214
11.328339532579339,474,311,215
11.329060757073858,473,312,215
11.335686659964555,473,311,216
11.345219639219717,473,310,217
11.346720281415877,472,311,217
11.350656337427568,471,312,217
11.389601580285571,470,313,217
11.39608246238841,470,312,218
11.421924697157237,469,313,218
11.42876591693889,468,314,218
11.429616763796222,467,315,218
11.433883382261337,466,316,218
11.43459933395734,465,317,218
11.440438852838763,464,318,218
11.463319774922233,464,317,219
11.469573285576095,464,316,220
11.482527203186692,463,317,220
11.485083981688952,462,318,220
11.49961572768925,461,319,220
11.501804452659997,460,320,220
11.514046714103628,460,319,221
11.538741844842889,459,320,221
11.541475387855915,459,319,222
11.54990319740152,459,318,223
11.567906221029045,459,317,224
11.569662950889755,458,318,224
11.570933262165301,458,317,225
11.574454442764416,457,318,225
11.583778863318365,456,319,225
11.60532508362617,455,320,225
11.619170780887359,454,321,225
11.62437002469795,453,322,225
11.633010555220343,453,321,226
11.635310354749809,452,322,226
11.638105794264925,452,321,227
11.65197860824173,452,320,228
11.682521933326548,452,319,229
11.686994702628667,451,320,229
11.70296372246333,451,319,230
11.70717986141294,450,320,230
11.727254061941569,450,319,231
11.747998231493714,450,318,232
11.748488340218296,449,319,232
11.754216953144596,449,318,233
11.754664169805606,448,319,233
11.759969790301962,447,320,233
11.768798341323677,447,319,234
11.772695809433479,447,318,235
11.781443314041466,446,319,235
11.791101729362804,445,320,235
11.799700462926769,444,321,235
11.82146175416085,443,322,235
11.837572112527278,442,323,235
11.842883715476502,441,324,235
11.844057075604717,440,325,235
11.848162399971564,440,324,236
11.857643528926975,440,323,237
11.859868326020578,439,324,237
11.860421015293843,438,325,237
11.864498944237784,438,324,238
11.872907537702737,437,325,238
11.878187888640833,436,326,238
11.87853596002966,436,325,239
11.898083117012495,435,326,239
11.913025838653798,434,327,239
11.940186386779052,433,328,239
11.954343322002295,433,327,240
11.954528952422258,432,328,240
11.962964018607975,431,329,240
11.963459171373657,430,330,240
11.971769611460035,429,331,240
11.976469020637689,429,330,241
11.98179666377305,428,331,241
12.013743020845615,428,330,242
12.035606777466931,428,329,243
12.03956807770179,427,330,243
12.041302620387476,427,329,244
12.059721677442987,426,330,244
12.063335532032635,426,329,245
12.068954549966744,426,328,246
12.076076799102216,425,329,246
12.083385861171404,424,330,246
12.09504045548258,423,331,246
12.109520399154075,423,330,247
12.129931538119125,422,331,247
12.13101878072553,422,330,248
12.132343658132594,422,329,249
12.134574675669295,421,330,249
12.147397795162984,420,331,249
12.164435283807647,420,330,250
12.171173036686671,420,329,251
12.178409954181138,420,328,252
12.183548450646736,419,329,252
12.186761073495575,418,330,252
12.195210031569903,418,329,253
12.205258699425444,417,330,253
12.207080373227019,417,329,254
12.253938204446111,416,330,254
12.257200733913347,415,331,254
12.263260826512164,414,332,254
12.265487508994973,413,333,254
12.266082097081231,412,334,254
12.288825064096994,412,333,255
12.296294297963374,411,334,255
12.32693895703778,410,335,255
12.346225399931463,409,336,255
12.350950444835398,408,337,255
12.354807968014658,408,336,256
12.373234619924546,407,337,256
12.375880466302355,406,338,256
12.377365131625064,406,337,257
12.382391048730321,405,338,257
12.406276741217674,405,337,258
12.42418948280908,404,338,258
12.45648872899182,403,339,258
12.458427223182335,402,340,258
12.463616023415307,402,339,259
12.4863757990734,402,338,260
12.494505269560875,401,339,260
12.497907888068202,400,340,260
12.53346634056174,400,339,261
12.536318407433134,399,340,261
12.536694723201107,398,341,261
12.54782393364314,397,342,261
12.549548194034045,397,341,262
12.551521698725029,397,340,263
12.562666624048381,396,341,263
12.56955271821211,396,340,264
12.574840286183122,395,341,264
12.574978516752543,395,340,265
12.58211335388788,395,339,266
12.583813140641302,394,340,266
12.598384227151321,393,341,266
12.61789662894422,392,342,266
12.622430790972516,392,341,267
12.63498824152399,391,342,267
12.643317024851573,390,343,267
12.64378880785376,390,342,268
12.655048668399079,389,343,268
12.66872183911615,388,344,268
12.687822836182441,388,343,269
12.691540971600137,388,342,270
12.708736757148081,387,343,270
12.70898383840573,386,344,270
12.719105888291093,385,345,270
12.72798872168556,384,346,270
12.732061155645722,383,347,270
12.73687684948439,383,346,271
12.738341087721182,382,347,271
12.74451510326859,382,346,272
12.748473149216437,381,347,272
12.781834454877032,381,346,273
12.787487097820057,380,347,273
12.78755710449756,379,348,273
12.791394783026785,378,349,273
12.793404204912603,377,350,273
12.799286291737653,377,349,274
12.812590028186317,377,348,275
12.817671846279897,376,349,275
12.846084981215439,376,348,276
12.848635876260445,375,349,276
12.853468337185287,375,348,277
12.855922826050715,375,347,278
12.861309138782117,374,348,278
12.8645615573948,373,349,278
12.894653785249814,372,350,278
12.924769686057747,372,349,279
12.926687260643526,371,350,279
12.927439059729993,371,349,280
12.937016245362011,371,348,281
12.958235538129967,370,349,281
12.965915049768874,370,348,282
12.976411889061795,370,347,283
12.99430865826767,370,346,284
13.00198890862111,370,345,285
13.002683277016358,369,346,285
13.012877003270653,368,347,285
13.025293594116476,368,346,286
13.030585743513313,368,345,287
13.034681971170286,367,346,287
13.037359457640989,367,345,288
13.050878630920455,366,346,288
13.062284412705242,366,345,289
13.065832173645552,366,344,290
13.083606612635558,365,345,290
13.107153766279165,365,344,291
13.115070699626461,365,343,292
13.129342172408897,365,342,293
13.141290175090827,364,343,293
13.151689586708594,363,344,293
13.158062067001035,362,345,293
13.168453384317601,361,346,293
13.170052551707311,361,345,294
13.173667704190688,360,346,294
13.175683314184216,359,347,294
13.185335207998813,358,348,294
13.261134102205045,357,349,294
13.264591487592497,357,348,295
13.264833607098765,356,349,295
13.279814912892373,355,350,295
13.28141739606916,354,351,295
13.284007209540242,353,352,295
13.28991684689121,353,351,296
13.29089084592109,353,350,297
13.296655412934161,353,349,298
13.302149721551924,353,348,299
13.32608294674189,353,347,300
13.329234711659234,352,348,300
13.330292206565012,351,349,300
13.336176766254576,350,350,300
13.360296128832116,349,351,300
13.377082137361796,348,352,300
13.377903694069333,347,353,300
13.392439011219418,347,352,301
13.395067158761158,347,351,302
13.401858773118933,346,352,302
13.438755443832154,345,353,302
13.440638487621888,344,354,302
13.44938646207397,343,355,302
13.452057948678707,343,354,303
13.452061581993348,343,353,304
13.46500383828386,342,354,304
13.50588147356514,341,355,304
13.506502978010998,341,354,305
13.51356247954222,340,355,305
13.517108199283674,340,354,306
13.523504090256024,339,355,306
13.536809777807175,338,356,306
13.53906391449509,337,357,306
13.566720125241126,337,356,307
13.583654223535417,336,357,307
13.589539022816972,335,358,307
13.591026022879221,334,359,307
13.602024102705403,334,358,308
13.609499319229593,333,359,308
13.633639345463365,333,358,309
13.635217996377436,333,357,310
13.640468713823465,332,358,310
13.655916712241238,331,359,310
13.656148709110315,331,358,311
13.678365020576692,331,357,312
13.678753985637341,330,358,312
13.692851259014162,329,359,312
13.703976240590531,329,358,313
13.720707147775006,328,359,313
13.72678977162113,327,360,313
13.72999756385243,326,361,313
13.73253986026836,325,362,313
13.753542040890874,324,363,313
13.784055726266141,323,364,313
13.788967250753025,322,365,313
13.800017842283303,321,366,313
13.801162787561017,320,367,313
13.818799806198081,320,366,314
13.827618488834293,319,367,314
13.839802532638416,319,366,315
13.841315510598669,318,367,315
13.857686296051389,317,368,315
13.872125819514753,316,369,315
